"sk_loan_fact","sk_customer","sk_product","sk_branch","sk_employee","sk_collateral_type","sk_date_application","sk_date_approval","sk_date_disbursement","application_id","approval_id","disbursement_id","assessment_id","pledge_id","app_status","requested_amount","approved_amount","disbursed_amount","tenor_months","final_rate","dti_ratio","pd_score","credit_score","appraised_value"
560,80,20,20,60,80,208,212,211,560,560,560,560,560,Submitted,160000000.00,250000000.00,220000000.00,24,7.03,44.61,0.0740,597,800000000.00
561,83,27,1,71,93,210,214,213,561,561,561,561,561,Under Review,380000000.00,350000000.00,390000000.00,12,13.46,53.56,0.2812,848,230000000.00
562,86,34,2,82,6,228,230,229,562,562,562,562,562,Approved,80000000.00,400000000.00,340000000.00,60,9.34,49.00,0.0601,771,110000000.00
563,89,41,3,93,19,236,243,239,563,563,563,563,563,Rejected,190000000.00,50000000.00,130000000.00,120,16.58,31.66,0.2915,806,350000000.00
564,92,48,4,4,32,57,59,59,564,564,564,564,564,Disbursed,480000000.00,350000000.00,200000000.00,60,14.22,38.67,0.1284,322,160000000.00
565,95,55,5,15,45,73,77,76,565,565,565,565,565,Submitted,460000000.00,200000000.00,150000000.00,120,16.27,37.88,0.0657,434,680000000.00
566,98,62,6,26,58,94,97,96,566,566,566,566,566,Under Review,490000000.00,120000000.00,80000000.00,24,16.61,64.42,0.0602,670,610000000.00
567,1,69,7,37,71,110,117,114,567,567,567,567,567,Approved,320000000.00,330000000.00,400000000.00,24,9.13,51.13,0.0933,827,570000000.00
568,4,76,8,48,84,137,141,139,568,568,568,568,568,Rejected,430000000.00,90000000.00,340000000.00,60,11.37,47.66,0.1349,774,170000000.00
569,7,83,9,59,97,154,161,157,569,569,569,569,569,Disbursed,30000000.00,380000000.00,220000000.00,120,7.00,34.20,0.3500,791,450000000.00
570,10,90,10,70,10,175,176,176,570,570,570,570,570,Submitted,470000000.00,150000000.00,90000000.00,120,17.09,56.86,0.1933,320,220000000.00
571,13,97,11,81,23,184,187,186,571,571,571,571,571,Under Review,400000000.00,40000000.00,90000000.00,24,6.52,43.75,0.2319,757,390000000.00
572,16,4,12,92,36,200,203,202,572,572,572,572,572,Approved,210000000.00,360000000.00,380000000.00,36,10.84,17.31,0.3316,733,440000000.00
573,19,11,13,3,49,217,220,219,573,573,573,573,573,Rejected,460000000.00,100000000.00,150000000.00,36,12.73,17.24,0.0225,822,340000000.00
574,22,18,14,14,62,231,233,232,574,574,574,574,574,Disbursed,190000000.00,290000000.00,110000000.00,24,16.78,47.49,0.0655,732,390000000.00
575,25,25,15,25,75,245,252,248,575,575,575,575,575,Submitted,150000000.00,400000000.00,190000000.00,12,8.47,22.67,0.3474,497,100000000.00
576,28,32,16,36,88,63,65,65,576,576,576,576,576,Under Review,360000000.00,20000000.00,160000000.00,12,6.68,53.90,0.0598,716,420000000.00
577,31,39,17,47,1,82,86,85,577,577,577,577,577,Approved,80000000.00,400000000.00,50000000.00,12,6.69,32.45,0.2045,613,410000000.00
578,34,46,18,58,14,100,103,102,578,578,578,578,578,Rejected,220000000.00,100000000.00,380000000.00,60,7.21,21.38,0.0132,844,260000000.00
579,37,53,19,69,27,122,129,126,579,579,579,579,579,Disbursed,50000000.00,350000000.00,160000000.00,36,16.80,54.92,0.1808,728,610000000.00
580,40,60,20,80,40,143,147,145,580,580,580,580,580,Submitted,420000000.00,200000000.00,330000000.00,12,12.15,27.00,0.0418,620,170000000.00
581,43,67,1,91,53,163,171,166,581,581,581,581,581,Under Review,290000000.00,360000000.00,170000000.00,120,14.50,45.81,0.3197,791,610000000.00
582,46,74,2,2,66,178,179,179,582,582,582,582,582,Approved,450000000.00,290000000.00,120000000.00,120,11.45,33.35,0.0553,759,130000000.00
583,49,81,3,13,79,190,193,192,583,583,583,583,583,Rejected,90000000.00,210000000.00,340000000.00,36,16.65,25.65,0.2609,420,340000000.00
584,52,88,4,24,92,206,209,208,584,584,584,584,584,Disbursed,310000000.00,270000000.00,80000000.00,120,9.75,32.69,0.0118,664,300000000.00
585,55,95,5,35,5,223,227,226,585,585,585,585,585,Submitted,330000000.00,270000000.00,250000000.00,24,9.99,15.35,0.2716,826,670000000.00
586,58,2,6,46,18,234,237,235,586,586,586,586,586,Under Review,130000000.00,90000000.00,40000000.00,120,7.77,32.69,0.1575,749,320000000.00
587,61,9,7,57,31,254,258,256,587,587,587,587,587,Approved,270000000.00,220000000.00,270000000.00,60,14.51,20.94,0.1763,464,230000000.00
588,64,16,8,68,44,69,71,71,588,588,588,588,588,Rejected,480000000.00,290000000.00,20000000.00,60,17.22,40.00,0.2709,410,500000000.00
589,67,23,9,79,57,71,74,73,589,589,589,589,589,Disbursed,320000000.00,180000000.00,170000000.00,36,17.43,51.46,0.0735,384,210000000.00
590,70,30,10,90,70,93,95,94,590,590,590,590,590,Submitted,140000000.00,190000000.00,110000000.00,60,17.38,46.72,0.0880,814,110000000.00
591,73,37,11,1,83,108,113,110,591,591,591,591,591,Under Review,30000000.00,340000000.00,50000000.00,120,10.62,64.01,0.0854,352,140000000.00
592,76,44,12,12,96,135,139,137,592,592,592,592,592,Approved,90000000.00,150000000.00,190000000.00,36,8.92,24.09,0.0102,659,480000000.00
593,79,51,13,23,9,151,158,154,593,593,593,593,593,Rejected,290000000.00,250000000.00,250000000.00,24,14.40,15.68,0.1976,672,490000000.00
594,82,58,14,34,22,174,175,175,594,594,594,594,594,Disbursed,400000000.00,140000000.00,80000000.00,36,13.96,46.48,0.2146,515,310000000.00
595,85,65,15,45,35,182,185,184,595,595,595,595,595,Submitted,360000000.00,370000000.00,250000000.00,120,17.20,22.68,0.0535,785,390000000.00
596,88,72,16,56,48,198,201,200,596,596,596,596,596,Under Review,420000000.00,50000000.00,140000000.00,12,15.03,28.71,0.3389,794,790000000.00
597,91,79,17,67,61,215,218,217,597,597,597,597,597,Approved,330000000.00,120000000.00,390000000.00,120,12.36,34.51,0.2165,469,70000000.00
598,94,86,18,78,74,230,232,231,598,598,598,598,598,Rejected,340000000.00,170000000.00,110000000.00,60,9.00,28.43,0.0505,565,750000000.00
599,97,93,19,89,87,242,249,245,599,599,599,599,599,Disbursed,100000000.00,180000000.00,280000000.00,36,14.16,46.63,0.3406,515,770000000.00
600,100,100,20,100,100,61,63,63,600,600,600,600,600,Submitted,220000000.00,260000000.00,180000000.00,12,16.85,63.58,0.1927,664,200000000.00
601,3,7,1,11,13,79,83,82,601,601,601,601,601,Under Review,300000000.00,70000000.00,310000000.00,24,11.45,26.59,0.2569,508,680000000.00
602,6,14,2,22,26,98,101,100,602,602,602,602,602,Approved,130000000.00,60000000.00,290000000.00,24,7.22,59.26,0.2879,484,310000000.00
603,9,21,3,33,39,118,125,122,603,603,603,603,603,Rejected,310000000.00,100000000.00,70000000.00,60,8.48,33.89,0.0170,440,120000000.00
604,12,28,4,44,52,141,145,143,604,604,604,604,604,Disbursed,110000000.00,120000000.00,320000000.00,120,9.19,25.12,0.1733,408,630000000.00
605,15,35,5,55,65,160,167,163,605,605,605,605,605,Submitted,170000000.00,20000000.00,30000000.00,12,16.45,29.84,0.1839,426,250000000.00
606,18,42,6,66,78,177,178,178,606,606,606,606,606,Under Review,290000000.00,160000000.00,200000000.00,60,6.72,56.14,0.0482,593,210000000.00
607,21,49,7,77,91,188,191,190,607,607,607,607,607,Approved,60000000.00,290000000.00,210000000.00,120,7.30,22.56,0.1557,669,300000000.00
608,24,56,8,88,4,204,207,206,608,608,608,608,608,Rejected,240000000.00,110000000.00,320000000.00,12,10.19,61.65,0.0605,677,470000000.00
609,27,63,9,99,17,221,225,223,609,609,609,609,609,Disbursed,90000000.00,400000000.00,230000000.00,120,15.02,34.25,0.1186,448,590000000.00
610,30,70,10,10,30,233,235,234,610,610,610,610,610,Submitted,430000000.00,350000000.00,160000000.00,24,12.43,56.07,0.1408,809,600000000.00
611,33,77,11,21,43,251,257,254,611,611,611,611,611,Under Review,170000000.00,200000000.00,370000000.00,36,11.02,17.98,0.1288,317,240000000.00
612,36,84,12,32,56,67,69,69,612,612,612,612,612,Approved,170000000.00,390000000.00,400000000.00,24,6.39,16.32,0.3381,441,200000000.00
613,39,91,13,43,69,88,93,92,613,613,613,613,613,Rejected,30000000.00,350000000.00,210000000.00,24,13.88,55.69,0.0609,380,240000000.00
614,42,98,14,54,82,104,107,106,614,614,614,614,614,Disbursed,280000000.00,290000000.00,310000000.00,36,13.66,45.21,0.0690,593,570000000.00
615,45,5,15,65,95,130,135,133,615,615,615,615,615,Submitted,380000000.00,50000000.00,130000000.00,120,8.13,33.88,0.3334,733,580000000.00
616,48,12,16,76,8,147,151,149,616,616,616,616,616,Under Review,460000000.00,60000000.00,230000000.00,60,9.85,33.57,0.1542,714,200000000.00
617,51,19,17,87,21,149,155,151,617,617,617,617,617,Approved,170000000.00,70000000.00,380000000.00,36,17.22,42.58,0.2271,409,410000000.00
618,54,26,18,98,34,172,174,174,618,618,618,618,618,Rejected,380000000.00,270000000.00,100000000.00,60,14.21,52.58,0.3360,622,470000000.00
619,57,33,19,9,47,181,183,182,619,619,619,619,619,Disbursed,230000000.00,200000000.00,310000000.00,60,7.43,54.80,0.1722,814,110000000.00
620,60,40,20,20,60,196,199,198,620,620,620,620,620,Submitted,420000000.00,230000000.00,100000000.00,12,10.87,64.67,0.1806,520,730000000.00
621,63,47,1,31,73,213,216,215,621,621,621,621,621,Under Review,200000000.00,330000000.00,20000000.00,36,6.67,64.85,0.2163,340,790000000.00
622,66,54,2,42,86,229,231,230,622,622,622,622,622,Approved,210000000.00,130000000.00,310000000.00,120,14.03,18.41,0.2060,396,160000000.00
623,69,61,3,53,99,239,246,242,623,623,623,623,623,Rejected,320000000.00,300000000.00,220000000.00,36,9.90,57.95,0.1463,426,230000000.00
624,72,68,4,64,12,59,61,61,624,624,624,624,624,Disbursed,70000000.00,20000000.00,80000000.00,60,7.35,17.85,0.2788,569,780000000.00
625,75,75,5,75,25,76,80,79,625,625,625,625,625,Submitted,260000000.00,80000000.00,80000000.00,24,6.53,32.45,0.1693,374,660000000.00
626,78,82,6,86,38,96,99,98,626,626,626,626,626,Under Review,290000000.00,110000000.00,110000000.00,24,16.88,52.06,0.0489,366,760000000.00
627,81,89,7,97,51,114,121,118,627,627,627,627,627,Approved,220000000.00,190000000.00,130000000.00,120,8.52,25.67,0.0819,689,610000000.00
628,84,96,8,8,64,139,143,141,628,628,628,628,628,Rejected,110000000.00,70000000.00,290000000.00,12,16.24,25.71,0.3136,383,130000000.00
629,87,3,9,19,77,157,164,160,629,629,629,629,629,Disbursed,500000000.00,380000000.00,20000000.00,36,10.17,49.44,0.0646,657,520000000.00
630,90,10,10,30,90,176,177,177,630,630,630,630,630,Submitted,60000000.00,90000000.00,280000000.00,120,15.00,59.83,0.3275,631,470000000.00
631,93,17,11,41,3,186,189,188,631,631,631,631,631,Under Review,350000000.00,400000000.00,240000000.00,12,10.03,52.29,0.0738,760,280000000.00
632,96,24,12,52,16,202,205,204,632,632,632,632,632,Approved,140000000.00,280000000.00,240000000.00,120,10.42,58.39,0.2478,672,650000000.00
633,99,31,13,63,29,219,222,221,633,633,633,633,633,Rejected,290000000.00,200000000.00,80000000.00,120,13.93,44.74,0.1945,480,620000000.00
634,2,38,14,74,42,232,234,233,634,634,634,634,634,Disbursed,80000000.00,150000000.00,310000000.00,12,8.17,40.17,0.2840,721,600000000.00
635,5,45,15,85,55,248,255,251,635,635,635,635,635,Submitted,90000000.00,160000000.00,190000000.00,24,11.59,47.24,0.2768,659,540000000.00
636,8,52,16,96,68,65,67,67,636,636,636,636,636,Under Review,210000000.00,400000000.00,120000000.00,60,9.31,16.31,0.2788,304,730000000.00
637,11,59,17,7,81,85,89,88,637,637,637,637,637,Approved,170000000.00,350000000.00,160000000.00,120,7.40,34.52,0.2576,702,470000000.00
638,14,66,18,18,94,102,105,104,638,638,638,638,638,Rejected,470000000.00,20000000.00,390000000.00,24,13.05,62.44,0.0793,701,620000000.00
639,17,73,19,29,7,126,132,130,639,639,639,639,639,Disbursed,30000000.00,130000000.00,160000000.00,120,8.38,21.53,0.1643,380,520000000.00
640,20,80,20,40,20,145,149,147,640,640,640,640,640,Submitted,140000000.00,90000000.00,400000000.00,120,11.01,46.37,0.2271,566,200000000.00
641,23,87,1,51,33,166,173,170,641,641,641,641,641,Under Review,80000000.00,60000000.00,60000000.00,24,11.34,25.40,0.0442,484,590000000.00
642,26,94,2,62,46,179,180,180,642,642,642,642,642,Approved,450000000.00,90000000.00,240000000.00,60,17.21,60.18,0.2343,761,110000000.00
643,29,1,3,73,59,192,195,194,643,643,643,643,643,Rejected,410000000.00,150000000.00,90000000.00,120,15.90,45.31,0.1922,462,260000000.00
644,32,8,4,84,72,208,212,211,644,644,644,644,644,Disbursed,30000000.00,200000000.00,330000000.00,36,11.10,39.08,0.3341,385,770000000.00
645,35,15,5,95,85,210,214,213,645,645,645,645,645,Submitted,340000000.00,330000000.00,300000000.00,60,10.70,44.18,0.2706,477,330000000.00
646,38,22,6,6,98,228,230,229,646,646,646,646,646,Under Review,400000000.00,120000000.00,340000000.00,36,16.17,32.65,0.3153,410,640000000.00
647,41,29,7,17,11,236,243,239,647,647,647,647,647,Approved,390000000.00,60000000.00,250000000.00,60,8.08,55.45,0.1560,843,380000000.00
648,44,36,8,28,24,57,59,59,648,648,648,648,648,Rejected,110000000.00,260000000.00,150000000.00,36,8.90,43.37,0.1193,626,150000000.00
649,47,43,9,39,37,73,77,76,649,649,649,649,649,Disbursed,150000000.00,330000000.00,190000000.00,12,11.48,36.76,0.2866,376,130000000.00
650,50,50,10,50,50,94,97,96,650,650,650,650,650,Submitted,90000000.00,310000000.00,270000000.00,12,8.91,29.25,0.2288,634,70000000.00
651,53,57,11,61,63,110,117,114,651,651,651,651,651,Under Review,360000000.00,370000000.00,330000000.00,120,14.80,30.05,0.1178,316,170000000.00
652,56,64,12,72,76,137,141,139,652,652,652,652,652,Approved,270000000.00,80000000.00,290000000.00,36,17.42,20.14,0.0862,805,240000000.00
653,59,71,13,83,89,154,161,157,653,653,653,653,653,Rejected,120000000.00,230000000.00,260000000.00,12,13.76,17.15,0.0263,850,400000000.00
654,62,78,14,94,2,175,176,176,654,654,654,654,654,Disbursed,460000000.00,90000000.00,170000000.00,24,11.76,44.21,0.2991,771,640000000.00
655,65,85,15,5,15,184,187,186,655,655,655,655,655,Submitted,440000000.00,60000000.00,330000000.00,60,6.40,19.14,0.1999,794,330000000.00
656,68,92,16,16,28,200,203,202,656,656,656,656,656,Under Review,150000000.00,220000000.00,210000000.00,12,14.63,32.02,0.2868,779,720000000.00
657,71,99,17,27,41,217,220,219,657,657,657,657,657,Approved,430000000.00,60000000.00,120000000.00,24,8.83,58.39,0.1846,433,310000000.00
658,74,6,18,38,54,231,233,232,658,658,658,658,658,Rejected,380000000.00,240000000.00,370000000.00,12,8.69,24.35,0.0197,409,640000000.00
659,77,13,19,49,67,245,252,248,659,659,659,659,659,Disbursed,240000000.00,140000000.00,270000000.00,60,9.03,28.63,0.0433,706,610000000.00
660,80,20,20,60,80,63,65,65,660,660,660,660,660,Submitted,400000000.00,40000000.00,170000000.00,36,12.40,47.32,0.3361,805,130000000.00
661,83,27,1,71,93,82,86,85,661,661,661,661,661,Under Review,360000000.00,150000000.00,200000000.00,12,9.67,56.20,0.2452,714,280000000.00
662,86,34,2,82,6,100,103,102,662,662,662,662,662,Approved,480000000.00,120000000.00,310000000.00,12,7.75,57.63,0.2439,815,150000000.00
663,89,41,3,93,19,122,129,126,663,663,663,663,663,Rejected,20000000.00,390000000.00,170000000.00,60,5.51,48.96,0.3001,321,670000000.00
664,92,48,4,4,32,143,147,145,664,664,664,664,664,Disbursed,90000000.00,330000000.00,360000000.00,12,14.32,19.70,0.1136,597,640000000.00
665,95,55,5,15,45,163,171,166,665,665,665,665,665,Submitted,440000000.00,90000000.00,350000000.00,60,8.74,31.69,0.1861,769,680000000.00
666,98,62,6,26,58,178,179,179,666,666,666,666,666,Under Review,110000000.00,140000000.00,260000000.00,60,16.55,49.79,0.1564,665,180000000.00
667,1,69,7,37,71,190,193,192,667,667,667,667,667,Approved,190000000.00,40000000.00,230000000.00,120,12.45,44.46,0.3314,479,310000000.00
668,4,76,8,48,84,206,209,208,668,668,668,668,668,Rejected,290000000.00,370000000.00,210000000.00,60,13.47,22.36,0.2415,595,440000000.00
669,7,83,9,59,97,223,227,226,669,669,669,669,669,Disbursed,200000000.00,50000000.00,240000000.00,12,8.52,17.66,0.1140,764,70000000.00
670,10,90,10,70,10,234,237,235,670,670,670,670,670,Submitted,340000000.00,170000000.00,260000000.00,120,15.24,60.91,0.1089,577,520000000.00
671,13,97,11,81,23,254,258,256,671,671,671,671,671,Under Review,270000000.00,100000000.00,140000000.00,12,10.50,55.22,0.0573,618,390000000.00
672,16,4,12,92,36,69,71,71,672,672,672,672,672,Approved,210000000.00,310000000.00,310000000.00,12,9.75,21.93,0.1602,772,520000000.00
673,19,11,13,3,49,71,74,73,673,673,673,673,673,Rejected,280000000.00,250000000.00,360000000.00,60,7.03,22.03,0.3183,327,720000000.00
674,22,18,14,14,62,93,95,94,674,674,674,674,674,Disbursed,50000000.00,400000000.00,200000000.00,60,6.67,17.73,0.2922,306,490000000.00
675,25,25,15,25,75,108,113,110,675,675,675,675,675,Submitted,460000000.00,160000000.00,110000000.00,36,16.24,40.81,0.2011,823,240000000.00
676,28,32,16,36,88,135,139,137,676,676,676,676,676,Under Review,420000000.00,170000000.00,320000000.00,36,7.95,15.00,0.2153,796,190000000.00
677,31,39,17,47,1,151,158,154,677,677,677,677,677,Approved,340000000.00,90000000.00,30000000.00,60,10.69,26.75,0.2982,424,630000000.00
678,34,46,18,58,14,174,175,175,678,678,678,678,678,Rejected,110000000.00,270000000.00,80000000.00,24,10.13,20.00,0.2102,505,420000000.00
679,37,53,19,69,27,182,185,184,679,679,679,679,679,Disbursed,280000000.00,40000000.00,240000000.00,60,16.40,30.14,0.2293,590,630000000.00
680,40,60,20,80,40,198,201,200,680,680,680,680,680,Submitted,310000000.00,240000000.00,380000000.00,60,13.37,41.25,0.1844,462,260000000.00
681,43,67,1,91,53,215,218,217,681,681,681,681,681,Under Review,310000000.00,350000000.00,220000000.00,24,8.61,45.29,0.0713,703,710000000.00
682,46,74,2,2,66,230,232,231,682,682,682,682,682,Approved,390000000.00,160000000.00,170000000.00,120,17.28,48.26,0.1798,346,480000000.00
683,49,81,3,13,79,242,249,245,683,683,683,683,683,Rejected,130000000.00,130000000.00,300000000.00,60,9.35,52.50,0.1601,363,100000000.00
684,52,88,4,24,92,61,63,63,684,684,684,684,684,Disbursed,100000000.00,140000000.00,30000000.00,120,6.53,26.27,0.2623,500,740000000.00
685,55,95,5,35,5,79,83,82,685,685,685,685,685,Submitted,150000000.00,330000000.00,150000000.00,12,7.78,49.12,0.3356,668,740000000.00
686,58,2,6,46,18,98,101,100,686,686,686,686,686,Under Review,340000000.00,210000000.00,330000000.00,36,6.71,33.81,0.0341,441,730000000.00
687,61,9,7,57,31,118,125,122,687,687,687,687,687,Approved,50000000.00,60000000.00,170000000.00,120,11.91,50.16,0.0331,323,430000000.00
688,64,16,8,68,44,141,145,143,688,688,688,688,688,Rejected,410000000.00,230000000.00,140000000.00,120,10.56,61.85,0.3449,358,110000000.00
689,67,23,9,79,57,160,167,163,689,689,689,689,689,Disbursed,500000000.00,240000000.00,280000000.00,12,17.27,18.65,0.3323,637,110000000.00
690,70,30,10,90,70,177,178,178,690,690,690,690,690,Submitted,370000000.00,30000000.00,30000000.00,60,16.67,47.52,0.1567,342,360000000.00
691,73,37,11,1,83,188,191,190,691,691,691,691,691,Under Review,360000000.00,90000000.00,250000000.00,120,16.27,36.49,0.1551,793,630000000.00
692,76,44,12,12,96,204,207,206,692,692,692,692,692,Approved,140000000.00,40000000.00,20000000.00,36,17.39,52.37,0.3120,543,790000000.00
693,79,51,13,23,9,221,225,223,693,693,693,693,693,Rejected,50000000.00,400000000.00,90000000.00,12,10.27,45.12,0.3127,749,230000000.00
694,82,58,14,34,22,233,235,234,694,694,694,694,694,Disbursed,60000000.00,170000000.00,190000000.00,36,11.82,50.66,0.3301,806,440000000.00
695,85,65,15,45,35,251,257,254,695,695,695,695,695,Submitted,460000000.00,160000000.00,370000000.00,120,9.16,39.31,0.0367,355,730000000.00
696,88,72,16,56,48,67,69,69,696,696,696,696,696,Under Review,90000000.00,190000000.00,260000000.00,36,8.84,37.69,0.0488,336,110000000.00
697,91,79,17,67,61,88,93,92,697,697,697,697,697,Approved,70000000.00,360000000.00,210000000.00,12,6.13,17.22,0.0799,693,620000000.00
698,94,86,18,78,74,104,107,106,698,698,698,698,698,Rejected,360000000.00,290000000.00,50000000.00,36,14.89,52.86,0.1259,644,620000000.00
699,97,93,19,89,87,130,135,133,699,699,699,699,699,Disbursed,370000000.00,190000000.00,190000000.00,60,15.10,38.37,0.3475,847,80000000.00
700,100,100,20,100,100,147,151,149,700,700,700,700,700,Submitted,170000000.00,90000000.00,220000000.00,120,9.18,47.96,0.2760,704,80000000.00
701,3,7,1,11,13,149,155,151,701,701,701,701,701,Under Review,130000000.00,190000000.00,370000000.00,60,16.26,46.89,0.1992,750,170000000.00
702,6,14,2,22,26,172,174,174,702,702,702,702,702,Approved,60000000.00,160000000.00,40000000.00,60,6.87,46.52,0.0599,582,130000000.00
703,9,21,3,33,39,181,183,182,703,703,703,703,703,Rejected,450000000.00,360000000.00,400000000.00,120,14.12,64.60,0.3416,624,520000000.00
704,12,28,4,44,52,196,199,198,704,704,704,704,704,Disbursed,240000000.00,60000000.00,200000000.00,12,13.20,31.29,0.1363,754,600000000.00
705,15,35,5,55,65,213,216,215,705,705,705,705,705,Submitted,30000000.00,390000000.00,400000000.00,36,5.81,46.10,0.0645,643,260000000.00
706,18,42,6,66,78,229,231,230,706,706,706,706,706,Under Review,220000000.00,60000000.00,160000000.00,120,17.00,47.85,0.0610,652,170000000.00
707,21,49,7,77,91,239,246,242,707,707,707,707,707,Approved,380000000.00,380000000.00,170000000.00,120,9.02,47.96,0.1869,424,310000000.00
708,24,56,8,88,4,59,61,61,708,708,708,708,708,Rejected,170000000.00,240000000.00,60000000.00,36,12.23,37.25,0.3356,622,170000000.00
709,27,63,9,99,17,76,80,79,709,709,709,709,709,Disbursed,430000000.00,390000000.00,400000000.00,60,13.49,56.34,0.0526,759,590000000.00
710,30,70,10,10,30,96,99,98,710,710,710,710,710,Submitted,200000000.00,20000000.00,280000000.00,36,7.50,46.63,0.2727,383,650000000.00
711,33,77,11,21,43,114,121,118,711,711,711,711,711,Under Review,500000000.00,260000000.00,240000000.00,120,16.35,49.50,0.3466,403,740000000.00
712,36,84,12,32,56,139,143,141,712,712,712,712,712,Approved,270000000.00,300000000.00,300000000.00,120,16.43,45.83,0.3480,421,520000000.00
713,39,91,13,43,69,157,164,160,713,713,713,713,713,Rejected,200000000.00,220000000.00,340000000.00,60,10.76,44.68,0.1358,487,550000000.00
714,42,98,14,54,82,176,177,177,714,714,714,714,714,Disbursed,80000000.00,150000000.00,190000000.00,24,10.67,34.20,0.2675,649,120000000.00
715,45,5,15,65,95,186,189,188,715,715,715,715,715,Submitted,80000000.00,160000000.00,110000000.00,36,13.50,59.27,0.1081,421,200000000.00
716,48,12,16,76,8,202,205,204,716,716,716,716,716,Under Review,150000000.00,250000000.00,380000000.00,120,7.94,54.95,0.0123,328,100000000.00
717,51,19,17,87,21,219,222,221,717,717,717,717,717,Approved,480000000.00,180000000.00,100000000.00,60,6.54,60.96,0.0508,764,700000000.00
718,54,26,18,98,34,232,234,233,718,718,718,718,718,Rejected,480000000.00,220000000.00,40000000.00,12,16.21,31.77,0.1642,527,160000000.00
719,57,33,19,9,47,248,255,251,719,719,719,719,719,Disbursed,80000000.00,180000000.00,330000000.00,120,11.14,44.32,0.3065,336,320000000.00
720,60,40,20,20,60,65,67,67,720,720,720,720,720,Submitted,480000000.00,370000000.00,130000000.00,60,12.83,51.16,0.0828,503,690000000.00
721,63,47,1,31,73,85,89,88,721,721,721,721,721,Under Review,280000000.00,330000000.00,270000000.00,36,11.38,62.72,0.3085,540,440000000.00
722,66,54,2,42,86,102,105,104,722,722,722,722,722,Approved,360000000.00,220000000.00,240000000.00,60,13.43,31.27,0.2352,524,660000000.00
723,69,61,3,53,99,126,132,130,723,723,723,723,723,Rejected,470000000.00,370000000.00,180000000.00,24,14.76,40.37,0.3125,721,140000000.00
724,72,68,4,64,12,145,149,147,724,724,724,724,724,Disbursed,280000000.00,300000000.00,380000000.00,60,10.42,51.41,0.1255,708,460000000.00
725,75,75,5,75,25,166,173,170,725,725,725,725,725,Submitted,360000000.00,370000000.00,50000000.00,24,6.26,55.12,0.0407,637,520000000.00
726,78,82,6,86,38,179,180,180,726,726,726,726,726,Under Review,150000000.00,150000000.00,170000000.00,36,12.14,29.51,0.0649,460,590000000.00
727,81,89,7,97,51,192,195,194,727,727,727,727,727,Approved,40000000.00,40000000.00,90000000.00,12,8.77,29.15,0.0182,813,380000000.00
728,84,96,8,8,64,208,212,211,728,728,728,728,728,Rejected,430000000.00,390000000.00,140000000.00,60,15.01,52.13,0.1942,386,190000000.00
729,87,3,9,19,77,210,214,213,729,729,729,729,729,Disbursed,220000000.00,70000000.00,280000000.00,60,8.17,63.46,0.2059,609,610000000.00
730,90,10,10,30,90,228,230,229,730,730,730,730,730,Submitted,320000000.00,300000000.00,30000000.00,36,8.19,34.68,0.1367,818,200000000.00
731,93,17,11,41,3,236,243,239,731,731,731,731,731,Under Review,160000000.00,330000000.00,70000000.00,60,12.62,46.50,0.0384,411,330000000.00
732,96,24,12,52,16,57,59,59,732,732,732,732,732,Approved,270000000.00,380000000.00,20000000.00,120,12.68,30.57,0.1249,538,480000000.00
733,99,31,13,63,29,73,77,76,733,733,733,733,733,Rejected,460000000.00,80000000.00,60000000.00,24,10.61,50.44,0.1849,811,170000000.00
734,2,38,14,74,42,94,97,96,734,734,734,734,734,Disbursed,100000000.00,330000000.00,370000000.00,12,7.18,59.28,0.1784,424,740000000.00
735,5,45,15,85,55,110,117,114,735,735,735,735,735,Submitted,270000000.00,200000000.00,150000000.00,12,11.78,45.76,0.1364,745,250000000.00
736,8,52,16,96,68,137,141,139,736,736,736,736,736,Under Review,350000000.00,20000000.00,130000000.00,120,9.31,64.81,0.3255,773,670000000.00
737,11,59,17,7,81,154,161,157,737,737,737,737,737,Approved,320000000.00,60000000.00,370000000.00,12,9.71,31.55,0.0308,492,270000000.00
738,14,66,18,18,94,175,176,176,738,738,738,738,738,Rejected,240000000.00,370000000.00,140000000.00,12,11.99,30.29,0.2223,591,390000000.00
739,17,73,19,29,7,184,187,186,739,739,739,739,739,Disbursed,390000000.00,390000000.00,320000000.00,24,12.76,41.12,0.2292,586,800000000.00
740,20,80,20,40,20,200,203,202,740,740,740,740,740,Submitted,120000000.00,100000000.00,300000000.00,12,11.64,38.77,0.0101,393,130000000.00
741,23,87,1,51,33,217,220,219,741,741,741,741,741,Under Review,440000000.00,350000000.00,70000000.00,60,9.30,33.87,0.1411,812,460000000.00
742,26,94,2,62,46,231,233,232,742,742,742,742,742,Approved,120000000.00,130000000.00,250000000.00,36,5.80,27.53,0.0509,747,510000000.00
743,29,1,3,73,59,245,252,248,743,743,743,743,743,Rejected,440000000.00,250000000.00,20000000.00,36,11.81,23.95,0.2642,518,630000000.00
744,32,8,4,84,72,63,65,65,744,744,744,744,744,Disbursed,230000000.00,190000000.00,380000000.00,12,13.00,28.75,0.1728,814,390000000.00
745,35,15,5,95,85,82,86,85,745,745,745,745,745,Submitted,470000000.00,100000000.00,90000000.00,60,6.49,16.44,0.3141,802,290000000.00
746,38,22,6,6,98,100,103,102,746,746,746,746,746,Under Review,300000000.00,120000000.00,390000000.00,12,16.37,51.87,0.1231,584,470000000.00
